18.24,18.24
18.24,18.24
19.03,19.03
19.03,19.03
19.35,19.35
19.35,19.35
19.63,19.63
19.63,19.63
19.63,19.63
19.63,19.63
19.85,19.85
19.85,19.85
19.93,19.93
19.93,19.93
20.14,20.14
20.14,20.14
20.23,20.23
20.23,20.23
20.42,20.42
20.42,20.42
20.42,20.42
20.42,20.42
20.43,20.43
20.43,20.43
20.44,20.44
20.44,20.44
20.56,20.56
20.56,20.56
20.63,20.63
20.63,20.63
20.74,20.74
20.74,20.74
20.74,20.74
20.74,20.74
20.74,20.74
20.74,20.74
20.89,20.89
20.89,20.89
20.93,20.93
20.93,20.93
21.0,21.0
21.0,21.0
21.01,21.01
21.01,21.01
21.02,21.02
21.02,21.02
21.02,21.02
21.02,21.02
21.05,21.02
21.05,21.02
21.13,21.02
21.13,21.02
21.16,21.05
21.16,21.05
21.17,21.13
21.17,21.13
21.18,21.16
21.18,21.16
21.2,21.17
21.2,21.17
21.24,21.18
21.24,21.18
21.24,21.2
21.24,21.2
21.27,21.24
21.27,21.24
21.32,21.24
21.32,21.24
21.32,21.27
21.32,21.27
21.33,21.32
21.33,21.32
21.33,21.32
21.33,21.32
21.35,21.33
21.35,21.33
21.36,21.33
21.36,21.33
21.37,21.35
21.37,21.35
21.43,21.36
21.43,21.36
21.47,21.37
21.47,21.37
21.5,21.43
21.5,21.43
21.52,21.47
21.52,21.47
21.53,21.5
21.53,21.5
21.53,21.52
21.53,21.52
21.54,21.53
21.54,21.53
21.54,21.53
21.54,21.53
21.54,21.54
21.54,21.54
21.57,21.54
21.57,21.54
21.62,21.54
21.62,21.54
21.62,21.57
21.62,21.57
21.64,21.62
21.64,21.62
21.65,21.62
21.65,21.62
21.71,21.64
21.71,21.64
21.72,21.65
21.72,21.65
21.79,21.71
21.79,21.71
21.81,21.72
21.81,21.72
21.81,21.79
21.81,21.79
21.82,21.81
21.82,21.81
21.82,21.81
21.82,21.81
21.83,21.81
21.83,21.81
21.83,21.81
21.83,21.81
21.83,21.82
21.83,21.82
21.86,21.82
21.86,21.82
21.87,21.83
21.87,21.83
21.87,21.83
21.87,21.83
21.87,21.83
21.87,21.83
21.88,21.86
21.88,21.86
21.93,21.87
21.93,21.87
21.93,21.87
21.93,21.87
21.93,21.87
21.93,21.87
21.95,21.88
21.95,21.88
21.95,21.93
21.95,21.93
21.95,21.93
21.95,21.93
21.97,21.93
21.97,21.93
22.0,21.95
22.0,21.95
22.02,21.95
22.02,21.95
22.02,21.95
22.02,21.95
22.03,21.97
22.03,21.97
22.03,22.0
22.03,22.0
22.04,22.02
22.04,22.02
22.06,22.02
22.06,22.02
22.06,22.03
22.06,22.03
22.08,22.03
22.08,22.03
22.09,22.04
22.09,22.04
22.1,22.06
22.1,22.06
22.1,22.06
22.1,22.06
22.12,22.08
22.12,22.08
22.13,22.09
22.13,22.09
22.13,22.1
22.13,22.1
22.13,22.1
22.13,22.1
22.13,22.12
22.13,22.12
22.14,22.13
22.14,22.13
22.17,22.13
22.17,22.13
22.19,22.13
22.19,22.13
22.19,22.13
22.19,22.13
22.2,22.13
22.2,22.13
22.21,22.13
22.21,22.13
22.23,22.14
22.23,22.14
"[\"a\", \"b\", \"c\", \"d\"]"
