c++,0.02096271151557613,1,257.2102803738317,68
sun microsystems,0.021513320912426786,2,361.9705882352941,136
apple inc.,0.022164634031323245,3,111.44295302013423,2
windows 8,0.023688160527047537,4,185.42592592592595,20
windows 7,0.02564706946074026,5,180.27941176470588,18
dos,0.02608707615517749,6,438.9259259259259,176
windows 10,0.029594855172719287,7,196.8706896551724,32
http,0.03367607061955437,8,280.64814814814815,83
steve jobs,0.038038712388264284,9,211.97368421052633,38
windows 95,0.04147141701161579,10,380.2,141
next,0.04159716428798645,11,519.9583333333333,224
x86-64,0.04209729688483081,12,267.2391304347826,73
c (programming language),0.042703478036162285,13,306.4159292035398,101
aol,0.042718140133904674,14,286.2391304347826,87
opera (web browser),0.043265355909944056,15,310.39130434782606,105
ia-32,0.044852970009734525,16,311.09375000000006,106
ars technica,0.04549850689109558,17,231.69135802469134,52
arm architecture,0.04688402621520594,18,205.04545454545453,35
safari (web browser),0.047095410386246345,19,197.0795454545454,33
gsm,0.04766457552599078,20,485.23214285714283,206
windows vista,0.04832173988659615,21,228.8620689655172,50
ram,0.04851835491853405,22,424.59523809523813,168
url,0.049024736297821836,23,407.1,156
c sharp (programming language),0.04913278301477077,24,384.0,143
the verge,0.049610583692941516,25,396.5,151
wi-fi,0.049741469623932534,26,347.93650793650795,129
3d computer graphics,0.05016433259185375,27,410.962962962963,158
adobe flash,0.050365029004534566,28,236.38571428571427,56
techcrunch,0.05057161672159213,29,301.84375,96
html5,0.0508102893121595,30,247.0909090909091,63
megabyte,0.0510357588258407,31,333.60937500000006,123
macintosh,0.05130413559583477,32,189.87878787878788,28
xml,0.051694496899323136,33,188.2058823529412,26
apple macintosh,0.052548990504691466,34,344.3,128
solaris (operating system),0.05304184338156685,35,390.5483870967742,146
mac os x,0.05325633778227887,36,263.85869565217394,72
windows xp,0.05363795834015055,37,241.42982456140354,59
html,0.05365784766526623,38,139.95212765957447,8
windows,0.05381920568515548,39,240.14406779661016,58
input/output,0.05390616821653583,40,292.85,93
pc magazine,0.054013569025045116,41,205.9673913043478,36
zdnet,0.05548662350744284,42,187.95833333333334,24
os x mavericks,0.05609519452486168,43,443.1923076923077,177
engadget,0.056543734390047486,44,279.15384615384613,82
computerworld,0.05676409331383071,45,313.75925925925924,111
rss,0.05712008290767109,46,452.84615384615387,181
cbs interactive,0.05765029536237438,47,605.9537037037037,252
wav,0.05771134043635371,48,674.0,278
cnet,0.05836711560945336,49,250.31720430107526,66
cascading style sheets,0.058442522158584385,50,276.1923076923077,80
internet explorer 6,0.05857533760722236,51,638.6666666666666,262
windows ce,0.059156337744537824,52,462.30769230769226,192
classic mac os,0.059189838942031926,53,288.2741935483871,89
windows 10 mobile,0.0593654357387078,54,476.7307692307692,200
x86,0.059371701977278216,55,468.83870967741933,197
android (operating system),0.05938379601621306,56,145.8167701863354,9
iphone,0.059640061400354265,57,190.08333333333334,29
artificial intelligence,0.060295836562957665,58,428.56363636363636,169
tim cook,0.06055086088560298,59,728.3750000000001,305
ios,0.06124801300798601,60,243.34420289855072,61
pc world,0.06134225268708855,61,309.08,104
siri,0.06149884838576785,62,330.09999999999997,120
microsoft office,0.0617901230735147,63,176.65853658536585,15
google chrome,0.06181103062501125,64,193.96999999999997,30
xerox alto,0.06235979758336679,65,638.1111111111112,261
ipad,0.062483319248143224,66,236.8695652173913,57
javascript,0.06273063767522817,67,150.4140625,10
flash memory,0.06305492224807349,68,381.8428571428571,142
megapixel,0.06327022190639428,69,500.1724137931034,210
software development kit,0.06329402210639587,70,186.25,21
nokia,0.06331985961118697,71,235.75000000000003,55
css,0.06340083350587528,72,225.67857142857142,46
apple lisa,0.0634772904207809,73,740.5,314
