application software,0.10209695395794284,273,109.36666666666667,1
apple inc.,0.022164634031323245,3,111.44295302013423,2
operating system,0.07846756942171366,158,112.94623655913979,3
web browser,0.09853269680626683,258,123.39873417721519,4
graphical user interface,0.2002992081193533,393,125.15359477124183,5
microsoft,0.06556557976108192,84,133.11813186813188,6
web application,0.09641080723646964,245,133.19047619047618,7
html,0.05365784766526623,38,139.95212765957447,8
android (operating system),0.05938379601621306,56,145.8167701863354,9
javascript,0.06273063767522817,67,150.4140625,10
linux,0.07817758054635324,155,151.17539267015707,11
api,0.07846505458056012,157,158.27450980392155,12
application programming interface,0.13638747681091126,373,166.8877551020408,13
microsoft windows,0.06681012060307234,94,173.068,14
microsoft office,0.0617901230735147,63,176.65853658536585,15
software,0.09282474585667468,230,178.74305555555554,16
touchscreen,0.0877984746710955,205,180.06617647058826,17
windows 7,0.02564706946074026,5,180.27941176470588,18
internet explorer,0.07657653142440826,144,182.0272727272727,19
windows 8,0.023688160527047537,4,185.42592592592595,20
software development kit,0.06329402210639587,70,186.25,21
usability,0.10797379107623917,300,186.6290322580645,22
firefox,0.0718409284895424,119,186.93000000000004,23
zdnet,0.05548662350744284,42,187.95833333333334,24
integrated development environment,0.07640799683220903,141,188.08333333333334,25
xml,0.051694496899323136,33,188.2058823529412,26
proprietary software,0.08462806779794667,182,189.04310344827587,27
macintosh,0.05130413559583477,32,189.87878787878788,28
iphone,0.059640061400354265,57,190.08333333333334,29
google chrome,0.06181103062501125,64,193.96999999999997,30
computer keyboard,0.0978680764961213,250,195.99999999999997,31
windows 10,0.029594855172719287,7,196.8706896551724,32
safari (web browser),0.047095410386246345,19,197.0795454545454,33
windows mobile,0.0855055735832278,188,202.35937499999997,34
arm architecture,0.04688402621520594,18,205.04545454545453,35
pc magazine,0.054013569025045116,41,205.9673913043478,36
gui,0.08889211657723525,210,205.9848484848485,37
operating system,0.10840929507965108,217,207.5045977011494,1,step two
steve jobs,0.038038712388264284,9,211.97368421052633,38
open-source software,0.07740024739271423,149,212.24568965517238,39
plug-in (computing),0.06444045632203345,77,213.5128205128205,40
mobile device,0.11052424542529714,312,215.56666666666666,41
desktop computer,0.10468506975332252,290,216.08333333333334,42
human–computer interaction,0.096252915243684,244,216.37037037037038,43
user interface,0.10209695395794284,180,218.73333333333335,2,step two
macos,0.06467681408058902,79,221.02999999999997,44
multi-touch,0.07570661889148532,137,221.82575757575756,45
css,0.06340083350587528,72,225.67857142857142,46
mobile operating system,0.10360977399208952,284,226.23333333333335,47
mobile app,0.10248436228140324,276,228.41891891891893,48
mozilla,0.06675319442223374,93,228.45161290322582,49
windows vista,0.04832173988659615,21,228.8620689655172,50
computer mouse,0.08841105994880989,207,231.35185185185188,51
ars technica,0.04549850689109558,17,231.69135802469134,52
web page,0.10452521401239508,287,231.92857142857147,53
source code,0.0726856766790509,123,233.49253731343282,54
nokia,0.06331985961118697,71,235.75000000000003,55
adobe flash,0.050365029004534566,28,236.38571428571427,56
ipad,0.062483319248143224,66,236.8695652173913,57
windows,0.05381920568515548,39,240.14406779661016,58
software,0.188861850181872,407,240.29444444444445,3,step two
apple inc.,0.05110525042903484,10,240.88361581920904,4,step two
windows xp,0.05363795834015055,37,241.42982456140354,59
software development,0.09259758365133354,228,242.07142857142856,60
ios,0.06124801300798601,60,243.34420289855072,61
command-line interface,0.1482782993987094,385,244.46052631578945,62
html5,0.0508102893121595,30,247.0909090909091,63
word processor,0.06540140690377183,83,247.551724137931,64
tablet computer,0.08585356360699922,190,248.04237288135593,65
cnet,0.05836711560945336,49,250.31720430107526,66
microsoft,0.09298832563091616,134,250.47337398373986,5,step two
world wide web,0.08463359676707216,183,252.06818181818176,67
c++,0.02096271151557613,1,257.2102803738317,68
ipod touch,0.07102972718436233,117,261.0454545454545,69
graphical user interface,0.11331534558163843,239,261.15238095238095,6,step two
software framework,0.17430270356666758,400,263.0238095238095,7,step two
bluetooth,0.07040682586556096,111,263.1617647058824,70
object-oriented programming,0.09387426478959712,233,263.66,71
mac os x,0.05325633778227887,36,263.85869565217394,72
server (computing),0.11371786176237345,240,266.15355191256833,8,step two
x86-64,0.04209729688483081,12,267.2391304347826,73
java (programming language),0.0751758453442701,134,267.7096774193548,74
application programming interface,0.1528060492732568,378,268.41875,9,step two
firmware,0.06745425356859354,97,271.2666666666667,75
android (operating system),0.08029016755760901,82,271.6166666666667,10,step two
gnu general public license,0.07316051028797821,126,273.2985074626866,76
freeware,0.06467673711436993,78,274.2916666666667,77
mozilla firefox,0.07553910779337768,136,274.42,78
computer hardware,0.13756498130674327,347,275.1791666666667,11,step two
.net framework,0.06635647664866147,90,275.7571428571428,79
cascading style sheets,0.058442522158584385,50,276.1923076923077,80
symbian,0.07077606907388419,113,277.5869565217391,81
linux,0.09903232211605464,158,277.78181818181815,12,step two
engadget,0.056543734390047486,44,279.15384615384613,82
http,0.03367607061955437,8,280.64814814814815,83
cross-platform,0.06826536338234138,103,281.0,84
website,0.0765934002231331,145,282.06000000000006,85
computer program,0.1322994727273673,335,282.25882352941176,13,step two
unix-like,0.0868819128143844,196,283.1525423728813,86
iphone,0.07973848053286102,78,284.3666666666667,14,step two
aol,0.042718140133904674,14,286.2391304347826,87
server (computing),0.1168431980512248,332,287.83783783783787,88
classic mac os,0.059189838942031926,53,288.2741935483871,89
software bug,0.06879885936970981,107,288.75925925925924,90
personal digital assistant,0.08754615047844548,203,289.48,91
computing platform,0.09847362598511596,257,289.875,92
classic mac os,0.07254521229949458,51,291.9364341085271,15,step two
input/output,0.05390616821653583,40,292.85,93
web browser,0.11030140765455702,228,293.4766666666667,16,step two
mobile device,0.11187512907076057,233,294.9183908045977,17,step two
instant messaging,0.0845960230303403,181,296.7,94
digital rights management,0.07697500912818532,146,297.046875,95
mobile app,0.11919339540163207,270,298.22564102564104,18,step two
techcrunch,0.05057161672159213,29,301.84375,96
windows phone,0.08336932522566783,96,302.02051282051286,19,step two
portable document format,0.07878596625473884,160,303.49999999999994,97
mouse (computing),0.0950076023998824,238,304.1,98
scalable vector graphics,0.07776409984917901,151,304.4090909090909,99
word processor,0.0721624025199996,49,305.9150537634408,20,step two
database,0.09597417647186984,241,305.9193548387097,100
proprietary software,0.17471657295608184,401,305.9987421383648,21,step two
desktop computer,0.12243297185222275,286,306.2196078431373,22,step two
c (programming language),0.042703478036162285,13,306.4159292035398,101
web application,0.12510819456144892,304,306.7990990990991,23,step two
spreadsheet,0.07345565161114315,127,307.73809523809524,102
software framework,0.09709903514401944,248,307.8095238095238,103
pc world,0.06134225268708855,61,309.08,104
world wide web,0.09585206732182866,144,309.4666666666667,24,step two
